timestamp,rainfall,wind_speed,wind_direction,dew_point,humidity,solar_radiation,pressure,temperature,calculated_pressure,wind_gust
2025-05-26 01:00:00-04:00,,5.101607799530029,22.01889038085937,22.498817093986776,87.72549438476562,1.032496690750122,1007.4066772460938,24.6733341217041,1020.6648955165674,8.690436363220215
2025-05-26 01:15:00-04:00,,3.665271759033203,316.64610290527344,22.384359859568352,88.69474792480469,1.0873194932937622,1007.3433227539062,24.37333297729492,1020.614145960426,5.793623924255371
2025-05-26 01:30:00-04:00,,3.713551998138428,347.5470733642578,22.38986136672789,89.3287124633789,1.0964566469192505,1007.52001953125,24.26000022888184,1020.7982553475694,6.517827033996582
2025-05-26 01:45:00-04:00,,4.908486843109131,31.409103393554688,22.406064115917594,89.41670227050781,1.1055938005447388,1007.4432983398438,24.196666717529297,1020.7233660425017,9.414639472961426
2025-05-26 02:00:00-04:00,,6.65462064743042,38.7650146484375,22.17609027405869,89.95598602294922,1.114730954170227,1007.5333251953124,23.926666259765625,1020.8267145480588,10.13884162902832
2025-05-26 02:15:00-04:00,,5.073444366455078,54.145416259765625,22.074284416997543,90.77225494384766,1.0964566469192505,1007.4166870117188,23.6733341217041,1020.7199420796989,9.414639472961426
2025-05-26 02:30:00-04:00,,3.3152403831481934,46.81300354003906,22.16988330974155,91.30217742919922,1.0599080324172974,1007.5166625976562,23.546667098999023,1020.8269481459024,5.06942081451416
2025-05-26 02:45:00-04:00,,3.560664653778076,57.08660888671875,21.986546557927927,91.95359802246094,0.9868109822273254,1007.38330078125,23.3700008392334,1020.6997959088436,6.517827033996582
2025-05-26 03:00:00-04:00,,2.880718469619751,48.7607421875,22.06012809857103,92.36681365966795,1.0416338443756104,1007.3033447265624,23.21999931335449,1020.6255581566808,4.345218181610107
2025-05-26 03:15:00-04:00,,1.1828649044036863,89.30471801757812,21.982397726392986,92.76639556884766,1.1055938005447388,1007.2766723632812,23.12333297729492,1020.6029027756867,3.621014833450317
2025-05-26 03:30:00-04:00,,4.216470718383789,324.9486541748047,21.725518454612597,93.25833892822266,1.0873194932937622,1007.0366821289062,22.87333297729492,1020.3710491818262,5.793623924255371
2025-05-26 03:45:00-04:00,,3.089932680130005,330.3806610107422,21.78755739249375,93.61226654052734,1.114730954170227,1007.1900024414062,22.82333374023437,1020.5286645940738,4.345218181610107
2025-05-26 04:00:00-04:00,,2.573813915252685,341.5905303955078,21.64266552597535,93.69127655029295,1.1055938005447388,1007.0900268554688,22.71333312988281,1020.4323502081592,4.345218181610107
2025-05-26 04:15:00-04:00,,3.154306411743164,342.1479797363281,21.53345432255356,94.0134506225586,1.0142223834991455,1006.9700317382812,22.546667098999023,1020.3183248468714,5.793623924255371
2025-05-26 04:30:00-04:00,,3.8181591033935542,352.00926208496094,21.65544660232537,94.71719360351562,1.0416338443756104,1006.9166870117188,22.529998779296875,1020.2650294468718,6.517827033996582
2025-05-26 04:45:00-04:00,,2.554827213287353,0.4007568359375,21.60379916057794,94.51426696777344,1.0873194932937622,1006.969970703125,22.50333404541016,1020.3202298703528,5.793623924255371
2025-05-26 05:00:00-04:00,,2.4988341331481934,16.832199096679688,21.47798597232801,94.59070587158205,1.032496690750122,1007.1033325195312,22.38999938964844,1020.460507409982,5.793623924255371
2025-05-26 05:15:00-04:00,,3.73769211769104,29.65669250488281,21.564687833068565,95.09367370605467,1.1055938005447388,1006.8533325195312,22.303333282470703,1020.2111297231814,5.793623924255371
2025-05-26 05:30:00-04:00,,4.345217704772949,29.365753173828125,21.55857612395329,95.56024169921876,1.032496690750122,1006.9466552734376,22.246665954589844,1020.3082670014472,7.242029666900635
2025-05-26 05:45:00-04:00,,3.649178266525269,31.576446533203125,21.52230469069053,95.67768096923828,1.114730954170227,1007.336669921875,22.200000762939453,1020.7055801600076,5.06942081451416
2025-05-26 06:00:00-04:00,,3.637108325958252,67.67376708984375,21.51676118677293,95.9171905517578,1.0507709980010986,1007.4466552734376,22.136667251586918,1020.8199082152818,5.06942081451416
2025-05-26 06:15:00-04:00,,1.8789043426513672,69.63752746582031,21.499422709978017,96.1855926513672,0.9959481358528136,1007.4866333007812,22.07999992370605,1020.8629976583112,2.896811962127685
2025-05-26 06:30:00-04:00,,1.4363359212875366,15.185531616210938,21.40322145605453,96.5575714111328,2.2660105228424072,1007.8466796875,21.97666549682617,1021.2325346500512,3.621014833450317
2025-05-26 06:45:00-04:00,,0.0523035526275634,15.184982299804688,21.42873024744354,96.70846557617188,5.792945861816406,1008.1566772460938,21.953332901000977,1021.5477138374551,1.4484059810638428
2025-05-26 07:00:00-04:00,,1.4403592348098757,15.193771362304688,21.464726528359087,97.05970764160156,8.945259094238281,1008.056640625,21.913333892822266,1021.44817329142,2.896811962127685
2025-05-26 07:15:00-04:00,,1.3518455028533936,330.0469970703125,21.582136291077216,97.4815444946289,19.9281005859375,1007.816650390625,22.0,1021.2010426026712,2.896811962127685
2025-05-26 07:30:00-04:00,,1.283448576927185,325.3895721435547,21.61924507174048,97.7029266357422,33.98101806640625,1008.0466918945312,22.21333312988281,1021.4244181079162,2.896811962127685
2025-05-26 07:45:00-04:00,,2.4582667350769043,32.20530700683594,21.846122128997006,97.78736114501952,38.89679718017578,1008.0833129882812,22.4233341217041,1021.4519693831462,3.621014833450317
2025-05-26 08:00:00-04:00,,3.254889965057373,19.26995849609375,22.272943800711595,97.5189437866211,54.55785369873047,1007.9367065429688,22.68666648864746,1021.2914571482884,5.793623924255371
